Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8
4792;14/10/2005 0:13;129500;10791;64;FALSO;390;FALSO
4793;28/01/1994 15:32;439700;36641;60;FALSO;110;FALSO
4794;29/10/2000 17:01;389400;32450;80;FALSO;440;VERDADERO
4795;06/10/1999 2:46;533200;44433;40;FALSO;60;VERDADERO
4796;22/11/1997 9:24;834800;69566;22;VERDADERO;170;VERDADERO
4797;22/11/2010 20:07;355600;29633;52;FALSO;60;FALSO
4798;12/09/2002 22:30;963400;80283;61;VERDADERO;310;FALSO
4799;17/10/1993 18:47;379300;31608;33;FALSO;210;FALSO
4800;19/01/2012 13:48;664400;55366;50;VERDADERO;430;VERDADERO
4801;07/07/2010 18:25;971100;80925;48;VERDADERO;230;FALSO
4802;07/11/2005 9:57;506000;42166;57;VERDADERO;20;VERDADERO
4803;03/07/2003 1:44;291400;24283;58;FALSO;340;FALSO
4804;20/09/1992 19:39;498500;41541;80;VERDADERO;420;FALSO
4805;16/05/1997 14:29;838400;69866;94;FALSO;310;FALSO
4806;01/03/2001 11:09;229200;19100;51;FALSO;370;VERDADERO
4807;30/03/1990 0:50;700500;58375;98;FALSO;350;FALSO
4808;10/03/1994 11:04;390600;32550;22;FALSO;340;VERDADERO
4809;06/11/1995 17:07;608800;50733;59;VERDADERO;420;FALSO
4810;12/10/2006 21:23;607000;50583;38;FALSO;240;VERDADERO
4811;10/05/2009 18:21;613800;51150;74;FALSO;390;FALSO
4812;15/10/2004 0:56;859600;71633;24;FALSO;60;FALSO
4813;28/05/2003 19:47;826800;68900;83;FALSO;450;VERDADERO
4814;02/02/2002 4:02;373500;31125;45;FALSO;170;VERDADERO
4815;01/12/2002 7:06;189400;15783;73;FALSO;220;VERDADERO
4816;04/07/1997 2:13;637100;53091;70;FALSO;290;FALSO
4817;22/06/2009 5:15;445700;37141;20;VERDADERO;460;FALSO
4818;14/06/1995 22:42;243600;20300;94;VERDADERO;240;VERDADERO
4819;20/04/2011 8:59;499700;41641;91;VERDADERO;280;VERDADERO
4820;01/03/1993 9:58;451400;37616;15;VERDADERO;170;FALSO
4821;14/03/2000 14:21;859200;71600;46;FALSO;310;FALSO
4822;12/05/2002 20:26;302000;25166;48;FALSO;350;VERDADERO
4823;27/04/2003 17:03;376900;31408;55;FALSO;360;VERDADERO
4824;20/04/2011 8:31;116500;9708;48;VERDADERO;180;VERDADERO
4825;23/05/1993 17:49;879900;73325;60;VERDADERO;30;VERDADERO
4826;18/06/1994 5:02;787300;65608;41;VERDADERO;330;VERDADERO
4827;13/05/2005 10:14;400900;33408;11;VERDADERO;370;VERDADERO
4828;13/05/1994 5:26;774500;64541;95;FALSO;240;FALSO
4829;03/07/2010 2:00;447300;37275;78;VERDADERO;100;FALSO
4830;09/05/1993 16:37;106500;8875;28;FALSO;300;VERDADERO
4831;08/06/2003 5:19;445300;37108;79;VERDADERO;480;VERDADERO
4832;27/03/2006 8:53;561400;46783;43;FALSO;210;VERDADERO
4833;11/12/2003 19:07;931600;77633;85;VERDADERO;130;VERDADERO
4834;03/03/1993 3:10;904900;75408;51;VERDADERO;220;FALSO
4835;12/05/2002 15:13;464500;38708;55;VERDADERO;400;VERDADERO
4836;18/11/2008 12:06;547600;45633;80;FALSO;430;FALSO
4837;24/03/2012 4:51;359400;29950;58;VERDADERO;200;VERDADERO
4838;17/02/1994 23:54;111400;9283;22;VERDADERO;410;VERDADERO
4839;11/06/1996 9:20;786500;65541;60;FALSO;30;VERDADERO
4840;27/01/2003 16:35;926100;77175;37;FALSO;10;FALSO
4841;30/04/2000 7:23;801000;66750;91;FALSO;480;FALSO
4842;26/06/2004 18:52;634000;52833;23;VERDADERO;290;FALSO
4843;14/12/2004 6:47;891000;74250;76;VERDADERO;460;VERDADERO
4844;14/09/1999 3:27;382700;31891;14;VERDADERO;280;FALSO
4845;29/04/2012 12:07;238700;19891;95;FALSO;190;FALSO
4846;04/05/2003 1:08;391700;32641;75;FALSO;80;FALSO
4847;15/11/1993 21:38;677600;56466;55;VERDADERO;470;FALSO
4848;12/06/1992 13:23;512400;42700;70;VERDADERO;480;FALSO
4849;18/03/2007 2:40;144800;12066;15;FALSO;20;VERDADERO
4850;30/04/2006 10:36;891100;74258;45;VERDADERO;410;FALSO
4851;05/11/1990 3:38;671600;55966;91;VERDADERO;130;VERDADERO
4852;15/04/2009 4:14;293100;24425;19;FALSO;450;VERDADERO
4853;20/05/2001 11:26;280100;23341;22;VERDADERO;440;FALSO
4854;16/08/2002 3:02;627800;52316;37;FALSO;260;VERDADERO
4855;17/09/2003 19:07;394800;32900;90;VERDADERO;50;FALSO
4856;08/12/1994 4:43;228400;19033;52;VERDADERO;410;FALSO
4857;04/11/2000 5:43;999700;83308;75;FALSO;430;FALSO
4858;20/01/1993 1:01;117200;9766;42;FALSO;350;FALSO
4859;05/05/1993 4:32;661500;55125;24;FALSO;60;FALSO
4860;02/10/1997 21:39;466000;38833;22;FALSO;40;VERDADERO
4861;24/04/2010 1:09;399700;33308;60;FALSO;110;VERDADERO
4862;20/01/1993 12:52;422600;35216;69;VERDADERO;150;VERDADERO
4863;21/05/2004 19:10;498500;41541;37;FALSO;400;VERDADERO
4864;23/11/2008 2:59;760900;63408;22;FALSO;470;FALSO
4865;08/08/2009 7:23;739400;61616;34;VERDADERO;260;FALSO
4866;20/01/1998 1:09;359000;29916;59;FALSO;190;VERDADERO
4867;29/07/1998 6:36;255400;21283;69;VERDADERO;310;VERDADERO
4868;18/08/2000 21:41;651800;54316;57;FALSO;260;FALSO
4869;15/11/1996 5:03;691700;57641;52;VERDADERO;350;FALSO
4870;10/04/1991 11:53;508500;42375;68;FALSO;90;FALSO
4871;07/09/1994 5:40;641000;53416;25;VERDADERO;80;FALSO
4872;16/08/2008 21:08;742100;61841;77;FALSO;200;FALSO
4873;28/08/2001 15:54;810800;67566;79;FALSO;110;VERDADERO
4874;14/10/1991 3:39;962500;80208;61;FALSO;460;FALSO
4875;07/12/1993 7:17;177700;14808;53;VERDADERO;250;FALSO
4876;14/11/2011 8:56;615100;51258;83;FALSO;180;VERDADERO
4877;22/05/2009 17:27;992100;82675;30;VERDADERO;240;FALSO
4878;07/04/1991 2:42;359300;29941;58;FALSO;220;VERDADERO
4879;15/11/1997 23:00;832300;69358;90;FALSO;200;FALSO
4880;30/10/1995 8:30;193100;16091;80;FALSO;380;VERDADERO
4881;06/06/2002 1:44;905900;75491;47;VERDADERO;470;VERDADERO
4882;06/12/2003 3:01;281300;23441;62;VERDADERO;410;VERDADERO
4883;21/03/1995 6:51;966800;80566;40;VERDADERO;490;VERDADERO
4884;20/01/1994 23:10;692300;57691;40;FALSO;450;VERDADERO
4885;08/07/1999 5:51;981400;81783;89;FALSO;20;VERDADERO
4886;18/03/2011 3:52;675800;56316;59;FALSO;420;FALSO
4887;19/07/1994 8:13;273600;22800;71;VERDADERO;380;FALSO
4888;22/01/2011 4:28;423100;35258;27;FALSO;340;VERDADERO
4889;11/03/2005 8:38;521000;43416;54;VERDADERO;210;VERDADERO
4890;21/06/2012 20:41;661100;55091;97;FALSO;320;FALSO
4891;13/07/1994 13:23;703400;58616;46;FALSO;240;VERDADERO
4892;15/08/2004 20:51;171600;14300;99;FALSO;430;VERDADERO
4893;12/06/1992 12:03;706100;58841;30;FALSO;420;VERDADERO
4894;12/07/1996 16:09;302900;25241;52;FALSO;300;VERDADERO
4895;14/04/2003 0:01;652800;54400;35;FALSO;50;FALSO
4896;22/10/1995 9:19;707300;58941;96;FALSO;50;VERDADERO
4897;04/05/2003 1:15;162200;13516;30;FALSO;300;FALSO
4898;19/12/1991 3:30;306500;25541;36;FALSO;140;VERDADERO
4899;17/07/2009 15:12;979900;81658;71;FALSO;410;VERDADERO
4900;25/09/2005 1:17;260100;21675;34;VERDADERO;130;FALSO
4901;01/05/2005 2:37;657700;54808;38;VERDADERO;60;VERDADERO
4902;10/03/1998 4:00;761800;63483;82;VERDADERO;290;VERDADERO
4903;16/11/2007 22:19;166900;13908;79;FALSO;440;VERDADERO
4904;11/09/1996 18:02;499900;41658;93;VERDADERO;470;VERDADERO
4905;05/04/1997 9:20;466900;38908;24;VERDADERO;250;VERDADERO
4906;21/11/1994 21:58;512800;42733;23;VERDADERO;350;VERDADERO
4907;14/02/1994 14:07;178200;14850;26;FALSO;270;VERDADERO
4908;19/02/1997 13:54;214600;17883;97;FALSO;440;VERDADERO
4909;01/01/2002 22:26;643300;53608;91;FALSO;400;FALSO
4910;30/12/1995 19:30;175100;14591;86;FALSO;240;VERDADERO
4911;01/12/1993 11:47;609200;50766;99;VERDADERO;80;FALSO
4912;17/09/2009 1:51;267600;22300;60;VERDADERO;320;VERDADERO
4913;13/02/1997 1:29;813700;67808;27;FALSO;390;FALSO
4914;17/06/2011 22:48;538100;44841;20;FALSO;430;FALSO
4915;09/03/1994 1:32;988400;82366;72;FALSO;160;VERDADERO
4916;20/08/1997 3:22;264200;22016;67;VERDADERO;240;FALSO
4917;13/01/1995 11:16;371900;30991;66;VERDADERO;150;FALSO
4918;29/03/1999 11:48;571500;47625;53;VERDADERO;420;FALSO
4919;02/10/2008 23:11;264300;22025;15;VERDADERO;200;FALSO
4920;09/10/1993 13:38;542700;45225;73;FALSO;430;FALSO
4921;19/07/2009 3:54;345700;28808;27;FALSO;480;FALSO
4922;28/03/2000 12:47;959800;79983;32;VERDADERO;470;VERDADERO
4923;02/11/2006 9:04;902400;75200;24;VERDADERO;450;VERDADERO
4924;06/04/2008 7:43;783900;65325;88;FALSO;410;VERDADERO
4925;01/04/1995 20:49;162100;13508;87;VERDADERO;350;VERDADERO
4926;10/02/2001 10:46;637600;53133;18;FALSO;120;VERDADERO
4927;16/09/2010 15:16;193000;16083;41;VERDADERO;30;VERDADERO
4928;02/12/2010 16:54;155100;12925;67;FALSO;50;FALSO
4929;13/08/2005 19:14;674600;56216;91;FALSO;210;VERDADERO
4930;23/05/2003 16:05;367700;30641;34;VERDADERO;370;VERDADERO
4931;27/05/1997 21:20;818400;68200;89;VERDADERO;30;FALSO
4932;31/03/1996 13:00;477200;39766;42;VERDADERO;320;FALSO
4933;18/06/1995 21:46;383700;31975;64;FALSO;350;FALSO
4934;17/10/2010 1:12;428000;35666;84;FALSO;180;FALSO
4935;01/08/1996 20:32;396300;33025;98;FALSO;310;FALSO
4936;12/10/2000 1:06;958100;79841;34;VERDADERO;220;VERDADERO
4937;22/02/2011 6:20;163800;13650;39;FALSO;220;FALSO
4938;09/05/2008 20:18;737300;61441;83;FALSO;300;VERDADERO
4939;22/11/2006 11:15;357900;29825;51;VERDADERO;270;FALSO
4940;29/08/1996 5:38;588500;49041;89;FALSO;290;VERDADERO
4941;13/09/2009 17:49;584600;48716;95;VERDADERO;220;VERDADERO
4942;12/01/2007 12:06;699200;58266;29;FALSO;380;VERDADERO
4943;20/02/2009 10:07;321600;26800;41;FALSO;180;VERDADERO
4944;01/08/2008 4:29;319900;26658;72;FALSO;210;VERDADERO
4945;29/12/1993 21:23;799900;66658;61;FALSO;30;VERDADERO
4946;15/11/1995 20:01;761800;63483;86;VERDADERO;300;FALSO
4947;03/08/2004 21:29;913300;76108;96;FALSO;20;VERDADERO
4948;11/07/2005 23:53;615500;51291;99;FALSO;130;FALSO
4949;30/08/2008 1:01;316900;26408;32;FALSO;160;VERDADERO
4950;27/12/2009 0:16;664200;55350;81;FALSO;300;VERDADERO
4951;04/12/1999 2:27;395500;32958;82;VERDADERO;390;VERDADERO
4952;27/08/1998 10:22;403500;33625;59;FALSO;190;FALSO
4953;04/06/1999 2:02;984600;82050;53;VERDADERO;10;VERDADERO
4954;15/10/2004 21:35;460800;38400;36;FALSO;480;VERDADERO
4955;05/01/1997 8:07;819400;68283;94;FALSO;110;FALSO
4956;20/03/2001 13:51;188300;15691;37;FALSO;230;FALSO
4957;17/08/2007 18:32;680300;56691;73;VERDADERO;260;VERDADERO
4958;02/02/2008 12:16;693800;57816;60;VERDADERO;110;FALSO
4959;31/10/1997 12:16;823600;68633;11;VERDADERO;70;FALSO
4960;16/02/2012 6:11;127200;10600;26;FALSO;70;VERDADERO
4961;14/05/2012 21:16;939500;78291;98;FALSO;300;FALSO
4962;20/08/2006 9:09;904800;75400;52;FALSO;390;VERDADERO
4963;23/05/1990 22:16;571200;47600;12;FALSO;60;VERDADERO
4964;14/02/2006 0:57;945400;78783;51;FALSO;120;FALSO
4965;08/04/2005 19:51;306500;25541;44;FALSO;450;VERDADERO
4966;04/10/2000 12:38;883900;73658;99;VERDADERO;60;FALSO
4967;02/08/2009 15:08;627300;52275;63;VERDADERO;110;VERDADERO
4968;28/06/1996 7:15;565500;47125;40;VERDADERO;80;FALSO
4969;19/08/2005 18:29;695800;57983;60;VERDADERO;310;VERDADERO
4970;17/10/2005 6:25;430800;35900;44;FALSO;330;FALSO
4971;01/04/1997 19:07;223100;18591;92;FALSO;310;VERDADERO
4972;25/01/2003 12:08;952100;79341;17;FALSO;50;FALSO
4973;23/06/1991 12:34;828400;69033;15;VERDADERO;270;FALSO
4974;01/04/2012 21:15;497900;41491;10;VERDADERO;320;FALSO
4975;12/03/1998 13:38;364100;30341;36;FALSO;210;FALSO
4976;23/01/2003 11:03;410100;34175;53;VERDADERO;150;FALSO
4977;05/06/1990 7:31;243600;20300;36;FALSO;20;FALSO
4978;19/04/1991 12:04;163700;13641;44;VERDADERO;120;FALSO
4979;28/05/1994 1:06;884100;73675;24;VERDADERO;450;VERDADERO
4980;12/01/1991 5:37;205600;17133;25;VERDADERO;230;VERDADERO
4981;17/09/2008 13:18;788300;65691;78;FALSO;290;VERDADERO
4982;21/11/2000 22:57;924900;77075;26;FALSO;400;VERDADERO
4983;09/09/1998 18:49;872300;72691;93;VERDADERO;400;VERDADERO
4984;06/02/1990 11:55;423700;35308;60;VERDADERO;280;FALSO
4985;10/03/2006 8:21;620600;51716;98;FALSO;360;VERDADERO
4986;02/01/2005 13:25;496600;41383;21;VERDADERO;170;VERDADERO
4987;05/04/1998 23:03;627800;52316;96;VERDADERO;70;VERDADERO
4988;13/11/1994 15:57;268700;22391;49;FALSO;390;FALSO
4989;02/03/1995 21:03;438800;36566;97;FALSO;240;VERDADERO
4990;25/06/1991 2:39;792400;66033;38;VERDADERO;180;FALSO
4991;14/04/2000 20:28;624600;52050;51;VERDADERO;90;FALSO
4992;03/12/1998 20:47;771500;64291;64;VERDADERO;300;VERDADERO
4993;11/03/1999 3:44;999300;83275;69;FALSO;150;VERDADERO
4994;24/10/1998 13:51;612200;51016;13;FALSO;420;VERDADERO
4995;27/01/2001 23:30;673500;56125;25;VERDADERO;210;VERDADERO
4996;18/12/2000 23:15;139900;11658;75;VERDADERO;470;FALSO
4997;27/11/2008 8:12;211100;17591;15;FALSO;50;FALSO
4998;22/09/1997 8:03;547300;45608;79;VERDADERO;80;VERDADERO
4999;14/05/2008 15:23;632900;52741;58;FALSO;370;VERDADERO
5000;23/04/2010 9:44;148100;12341;69;FALSO;380;FALSO
5001;08/09/1990 11:34;712400;59366;58;VERDADERO;120;FALSO
5002;22/03/2006 2:19;846700;70558;40;VERDADERO;230;FALSO
5003;20/10/1990 8:49;742100;61841;45;FALSO;140;FALSO
5004;21/03/2012 10:45;318200;26516;67;FALSO;90;FALSO
5005;01/05/2005 9:59;790400;65866;88;FALSO;210;FALSO
5006;22/05/2012 2:11;288700;24058;33;VERDADERO;380;VERDADERO
5007;05/03/2000 2:14;770600;64216;71;FALSO;490;VERDADERO
5008;24/11/2004 6:17;909700;75808;59;FALSO;90;VERDADERO
5009;18/11/2009 17:05;477000;39750;18;VERDADERO;330;FALSO
5010;19/12/1997 4:19;248100;20675;61;FALSO;90;FALSO
5011;19/01/1997 7:41;737400;61450;18;FALSO;40;FALSO
5012;11/07/1994 16:31;358500;29875;92;FALSO;330;VERDADERO
5013;03/04/2009 13:20;763000;63583;89;VERDADERO;330;FALSO
5014;25/02/2008 2:23;428900;35741;31;VERDADERO;70;FALSO
5015;12/10/2008 7:33;697700;58141;53;VERDADERO;100;FALSO
5016;04/09/2009 7:57;875000;72916;88;FALSO;450;VERDADERO
5017;29/10/1999 16:55;476400;39700;40;FALSO;210;VERDADERO
5018;26/05/1992 19:02;346200;28850;59;VERDADERO;110;FALSO
5019;12/02/1993 6:34;992200;82683;35;FALSO;160;FALSO
5020;26/01/1994 17:30;697000;58083;80;FALSO;380;VERDADERO
5021;20/01/2010 1:51;176500;14708;56;VERDADERO;140;FALSO
5022;27/09/2008 0:50;520200;43350;45;VERDADERO;40;FALSO
5023;24/07/2004 12:45;751300;62608;77;VERDADERO;370;VERDADERO
5024;27/09/2008 12:44;892800;74400;29;VERDADERO;380;FALSO
5025;30/03/2000 16:49;700600;58383;74;FALSO;350;FALSO
5026;27/08/1997 21:24;260200;21683;54;VERDADERO;170;VERDADERO
5027;30/09/1997 11:50;779400;64950;47;VERDADERO;140;VERDADERO
5028;31/07/2008 22:46;515200;42933;64;FALSO;250;VERDADERO
5029;01/11/2010 2:45;843600;70300;74;FALSO;30;FALSO
5030;19/03/1995 17:11;177600;14800;15;VERDADERO;260;FALSO
5031;02/07/1992 1:12;246700;20558;39;FALSO;480;VERDADERO
5032;23/10/1997 15:53;377800;31483;60;VERDADERO;210;VERDADERO
5033;26/09/1996 0:28;450800;37566;72;FALSO;410;VERDADERO
5034;13/01/1997 16:20;107700;8975;96;FALSO;10;FALSO
5035;02/06/2002 2:13;145400;12116;26;VERDADERO;480;FALSO
5036;22/07/1995 5:57;582500;48541;51;FALSO;310;FALSO
5037;03/09/1994 14:39;385100;32091;16;VERDADERO;330;VERDADERO
5038;26/05/2010 12:04;339600;28300;64;FALSO;130;VERDADERO
5039;25/10/2006 11:49;938100;78175;80;VERDADERO;290;VERDADERO
5040;20/03/2002 18:09;216300;18025;71;FALSO;200;VERDADERO
5041;16/10/1995 12:59;710500;59208;84;VERDADERO;100;VERDADERO
5042;28/08/1999 0:35;874500;72875;17;FALSO;450;FALSO
5043;19/02/1993 15:31;642900;53575;65;FALSO;480;FALSO
5044;16/06/1993 8:04;936600;78050;91;VERDADERO;400;FALSO
5045;16/05/2010 2:26;968300;80691;65;FALSO;70;FALSO
5046;11/01/2003 18:37;518400;43200;45;FALSO;170;FALSO
5047;22/08/1993 21:25;469000;39083;24;VERDADERO;140;VERDADERO
5048;15/01/2002 13:28;446100;37175;81;FALSO;270;VERDADERO
5049;31/10/2004 3:56;514600;42883;80;VERDADERO;280;FALSO
5050;20/04/2000 15:21;679900;56658;53;FALSO;50;FALSO
5051;22/05/2012 5:35;827700;68975;13;FALSO;430;VERDADERO
5052;15/11/1994 21:55;140800;11733;81;VERDADERO;340;VERDADERO
5053;02/04/1997 20:03;958700;79891;44;FALSO;310;VERDADERO
5054;09/12/2011 3:05;131300;10941;27;FALSO;120;FALSO
5055;04/01/2011 20:57;542800;45233;32;VERDADERO;420;FALSO
5056;12/12/1992 10:17;669900;55825;84;VERDADERO;90;FALSO
5057;16/02/2001 21:42;851500;70958;34;VERDADERO;330;VERDADERO
5058;27/12/1999 13:59;969000;80750;78;VERDADERO;240;VERDADERO
5059;27/01/1995 3:23;103600;8633;80;FALSO;450;VERDADERO
5060;13/09/2005 8:38;899400;74950;24;FALSO;480;FALSO
5061;09/12/1996 18:36;380000;31666;93;FALSO;160;VERDADERO
5062;30/08/1996 4:27;161600;13466;94;FALSO;320;VERDADERO
5063;23/09/2006 0:01;145300;12108;54;VERDADERO;140;FALSO
5064;15/08/2006 10:20;674100;56175;27;FALSO;360;VERDADERO
5065;13/06/2008 8:22;963000;80250;88;VERDADERO;190;VERDADERO
5066;16/08/2009 10:31;310500;25875;28;VERDADERO;410;VERDADERO
5067;20/05/1992 10:19;480500;40041;48;VERDADERO;30;FALSO
5068;20/03/1993 9:25;657000;54750;44;FALSO;100;FALSO
5069;27/08/2003 19:03;248000;20666;52;FALSO;430;VERDADERO
5070;01/06/2004 12:16;757000;63083;62;FALSO;360;FALSO
5071;17/06/2005 8:13;878900;73241;73;VERDADERO;40;FALSO
5072;26/03/2004 0:53;353000;29416;75;VERDADERO;150;VERDADERO
5073;18/10/1998 10:35;766100;63841;55;FALSO;50;FALSO
5074;27/03/2000 15:35;979700;81641;58;VERDADERO;370;FALSO
5075;30/01/1999 15:20;644400;53700;37;FALSO;140;VERDADERO
5076;22/08/2000 20:49;370700;30891;55;VERDADERO;170;VERDADERO
5077;25/01/1990 10:51;875300;72941;59;VERDADERO;390;FALSO
5078;03/09/2004 17:15;453800;37816;60;VERDADERO;290;FALSO
5079;30/05/1995 18:49;342300;28525;44;FALSO;470;FALSO
5080;12/06/2011 0:21;624700;52058;94;FALSO;150;VERDADERO
5081;10/12/2005 21:12;532000;44333;22;VERDADERO;200;VERDADERO
5082;18/06/2010 19:38;898800;74900;78;VERDADERO;280;VERDADERO
5083;12/07/1996 7:09;623300;51941;54;VERDADERO;20;FALSO
5084;27/01/2004 0:33;467900;38991;63;VERDADERO;450;VERDADERO
5085;01/06/2003 2:15;733300;61108;95;FALSO;40;VERDADERO
5086;26/08/1993 3:00;832400;69366;51;FALSO;50;FALSO
5087;11/07/1991 23:16;301400;25116;88;VERDADERO;10;FALSO
5088;06/09/1999 2:48;955900;79658;92;VERDADERO;200;FALSO
5089;08/09/2006 21:42;286900;23908;66;VERDADERO;390;FALSO
5090;17/04/2000 5:08;159400;13283;38;VERDADERO;300;VERDADERO
5091;23/03/2012 6:55;918200;76516;43;VERDADERO;260;FALSO
5092;08/03/2011 3:26;587300;48941;92;VERDADERO;370;VERDADERO
5093;05/12/2007 20:14;800700;66725;54;FALSO;280;VERDADERO
5094;21/11/2002 1:26;969000;80750;69;FALSO;90;FALSO
5095;07/03/2001 2:32;250600;20883;61;FALSO;340;FALSO
5096;30/05/1994 14:54;112400;9366;77;FALSO;300;VERDADERO
5097;21/03/2006 18:21;745100;62091;11;FALSO;140;VERDADERO
5098;28/06/2009 8:40;733100;61091;15;VERDADERO;20;FALSO
5099;22/08/2003 10:29;102100;8508;85;VERDADERO;470;FALSO
5100;21/02/2000 7:53;870500;72541;86;VERDADERO;480;FALSO
5101;12/05/1991 5:24;437200;36433;22;VERDADERO;170;VERDADERO
5102;18/12/2009 13:38;590800;49233;87;FALSO;480;VERDADERO
5103;19/09/1991 16:46;563800;46983;61;FALSO;450;FALSO
5104;26/06/2001 0:53;669000;55750;21;FALSO;300;VERDADERO
5105;29/06/1995 20:42;212200;17683;28;VERDADERO;390;VERDADERO
5106;31/08/2000 4:26;395300;32941;57;FALSO;300;FALSO
5107;17/06/2004 3:44;975700;81308;80;VERDADERO;410;VERDADERO
5108;22/01/2008 16:29;928900;77408;81;VERDADERO;320;VERDADERO
5109;13/02/1994 3:37;816300;68025;80;FALSO;270;VERDADERO
5110;27/10/2000 18:44;190500;15875;76;VERDADERO;140;FALSO
5111;23/07/2008 9:43;631800;52650;57;FALSO;330;VERDADERO
5112;24/09/1995 23:02;327300;27275;92;VERDADERO;280;VERDADERO
5113;01/04/2000 17:05;850800;70900;77;FALSO;250;VERDADERO
5114;23/03/2007 17:11;104400;8700;48;VERDADERO;260;VERDADERO
5115;25/10/2002 0:43;277700;23141;31;VERDADERO;230;FALSO
5116;08/12/2002 4:01;254700;21225;29;VERDADERO;310;VERDADERO
5117;16/07/2009 1:50;902300;75191;44;VERDADERO;320;VERDADERO
5118;30/06/2012 15:36;963300;80275;46;VERDADERO;140;VERDADERO
5119;01/02/2010 12:15;850600;70883;59;VERDADERO;210;VERDADERO
5120;28/03/1990 0:07;856700;71391;67;FALSO;480;VERDADERO
5121;12/08/2000 12:37;303600;25300;86;VERDADERO;260;VERDADERO
5122;03/05/1993 7:28;743900;61991;86;VERDADERO;360;FALSO
5123;14/09/2000 19:02;167300;13941;84;VERDADERO;390;FALSO
5124;26/11/1996 18:39;615200;51266;81;FALSO;390;VERDADERO
5125;09/07/1995 11:18;114300;9525;38;FALSO;100;FALSO
5126;05/05/2001 22:58;175200;14600;79;VERDADERO;410;FALSO
5127;05/03/2011 0:46;400000;33333;26;VERDADERO;50;VERDADERO
5128;12/11/2005 16:49;152000;12666;90;FALSO;390;VERDADERO
5129;10/09/1993 9:00;336400;28033;78;FALSO;160;VERDADERO
5130;06/03/1993 20:33;345200;28766;81;VERDADERO;150;FALSO
5131;21/02/1999 23:55;631000;52583;70;FALSO;280;FALSO
5132;05/01/2008 12:07;520700;43391;40;FALSO;230;VERDADERO
5133;19/10/2002 19:56;528900;44075;94;FALSO;240;VERDADERO
5134;29/01/2008 9:26;660200;55016;71;FALSO;310;VERDADERO
5135;14/01/2011 6:16;562100;46841;30;FALSO;390;FALSO
5136;14/06/2000 14:30;587600;48966;12;VERDADERO;100;FALSO
5137;12/05/1992 22:32;539200;44933;83;FALSO;30;FALSO
5138;25/05/2002 5:57;622600;51883;70;VERDADERO;310;FALSO
5139;24/04/1990 19:20;835000;69583;56;VERDADERO;30;FALSO
5140;05/08/2001 22:25;786500;65541;24;VERDADERO;360;FALSO
5141;05/11/1990 11:57;907700;75641;33;FALSO;270;VERDADERO
5142;12/06/2007 2:17;393600;32800;12;VERDADERO;190;VERDADERO
5143;31/12/1990 17:31;323500;26958;66;VERDADERO;250;VERDADERO
5144;24/06/2009 20:47;766700;63891;77;VERDADERO;250;VERDADERO
5145;21/08/2010 19:37;503300;41941;74;FALSO;170;FALSO
5146;26/05/1993 9:36;604800;50400;79;FALSO;50;VERDADERO
5147;17/04/2001 17:32;883200;73600;97;VERDADERO;210;VERDADERO
5148;16/12/2010 23:02;440500;36708;37;VERDADERO;80;FALSO
5149;02/03/1994 1:07;385800;32150;22;VERDADERO;310;FALSO
5150;24/10/2006 3:17;478800;39900;93;FALSO;230;FALSO
5151;04/05/1996 15:22;146000;12166;31;VERDADERO;30;VERDADERO
5152;20/08/2009 6:19;172800;14400;48;FALSO;170;FALSO
5153;23/03/2004 2:09;793600;66133;44;FALSO;160;VERDADERO
5154;15/01/2002 2:22;209700;17475;61;FALSO;270;VERDADERO
5155;21/07/1994 19:10;238300;19858;82;FALSO;170;VERDADERO
5156;26/11/1991 9:36;457700;38141;98;FALSO;20;FALSO
5157;26/12/1995 9:57;472700;39391;58;VERDADERO;200;FALSO
5158;12/10/1992 11:20;912900;76075;34;FALSO;230;VERDADERO
5159;07/01/1995 12:37;183900;15325;73;FALSO;280;VERDADERO
5160;01/08/2007 8:29;770400;64200;99;FALSO;100;FALSO
5161;18/02/2007 2:20;652200;54350;14;FALSO;130;VERDADERO
5162;14/01/1993 10:47;682900;56908;28;VERDADERO;190;VERDADERO
5163;05/02/2002 11:15;395800;32983;22;VERDADERO;390;FALSO
5164;19/12/2008 21:38;877800;73150;86;VERDADERO;420;FALSO
5165;29/03/2012 2:54;523500;43625;30;FALSO;310;VERDADERO
5166;09/10/1991 14:50;263100;21925;38;VERDADERO;450;VERDADERO
5167;16/05/2000 8:31;342100;28508;30;FALSO;20;VERDADERO
5168;29/08/2008 4:48;652100;54341;21;VERDADERO;10;VERDADERO
5169;25/04/2007 22:30;785300;65441;16;FALSO;220;FALSO
5170;28/05/1999 6:33;474600;39550;12;VERDADERO;130;VERDADERO
5171;21/04/2009 21:17;414000;34500;55;FALSO;490;VERDADERO
5172;06/05/2005 21:05;686000;57166;81;VERDADERO;20;VERDADERO
5173;04/06/2008 18:43;596200;49683;95;FALSO;380;VERDADERO
5174;10/06/1994 11:08;697000;58083;89;VERDADERO;380;FALSO
5175;03/03/1995 9:31;576400;48033;91;FALSO;460;VERDADERO
5176;05/07/1997 15:18;948700;79058;74;VERDADERO;210;VERDADERO
5177;20/04/1996 2:15;834900;69575;98;VERDADERO;190;VERDADERO
5178;07/09/1990 9:24;533700;44475;78;FALSO;430;VERDADERO
